video, title, thumbnail, description, hotsted_at, flight_start_time, flight_end_time, labels, metadata:type_1, metadata:type_2,   metadata:type_3, embed_code, id, video_length, video_size, total_plays
http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2014/02/25/21/10/20140225211029.1626350.mpg,Neshaminy's Bruce Graeber on winning district 285-LB title,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/02/25/21/35/moiajhpuereqmfruhmyg.jpg?co_id=471,Neshaminy sophomore Bruce Graeber on winning the District One 285-pound title. Bruce decisioned Pennridge senior Joe Kracz. 3-1 while the Rams came in 2nd and the Redskins. 3rd. Council Rock South won the team trophy.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2014/02/25/21/10/20140225211029.1626350.mpg?co_id=471,2014-02-25T21:35:26Z,1393362348633,/Neshaminy; /BruceGraeber; /district1; /wrestling; /sports_playlist,Wrestling,High School,,,7301554,108.633,56440832,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/02/17/13/39/20140217133951.7860210.mpg,Council Rock South battles Neshaminy in Feb 11 dual meet,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/02/17/13/47/skcnyfyuztbszoopnnmk.jpg?co_id=471,Council Rock South battles Neshaminy in 2014 dual meet Feb 11 at CR South. Northampton. PA. The Hawks won. 44-21.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/02/17/13/39/20140217133951.7860210.mpg?co_id=471,2014-02-17T13:47:42Z,1392644282488,/CouncilRockSouth; /wrestling; /Neshaminy; /sports_playlist,Wrestling,High School,,,7255399,122.488,32669696,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/02/15/17/44/20140215174414.9365220.mpg,Pennsbury's Derrick Woods on 81-68 win over Academy Park,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2014/02/15/17/52/jcumapubebzkzspggvrt.jpg?co_id=471,Pennsbury junior Derrick Woods on 81-68 win over Academy Park in the 1st round of the District One-AAAA Tournament Feb. 14 in Falls Twp.. PA,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/02/15/17/44/20140215174414.9365220.mpg?co_id=471,2014-02-15T17:53:00Z,1392485877800,/Pennsbury; /DerrickWoods; /AcademyPark; /districtone; /basketball; /sports_playlist,Basketball,High School,,,7250864,237.8,94582784,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2014/02/15/16/45/20140215164552.5023440.mpg,Pennsbury's Courtney Bennett on East Stroudsburg commitment,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2014/02/15/16/48/ysdfutumxzzxiuikdtoh.jpg?co_id=471,Pennsbury senior goalkeeper Courtney Bennett on commitment to East Stroudsburg University women's soccer.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2014/02/15/16/45/20140215164552.5023440.mpg?co_id=471,2014-02-15T16:48:43Z,1392482335667,/Pennsburysoccer; /CourtneyBennett; /EastStroudsburg; /sports_playlist,Soccer,High School,,,7250799,115.667,49211392,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/02/10/18/19/20140210181955.8055300.mpg,Council Rock North-CR South Boys Basketball,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/02/10/19/10/siyyvrwamtvommofsdmo.jpg?co_id=471,Council Rock North-CR South Boys Basketball Feb. 7. 2014 at CR North. Newtown. PA,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/02/10/18/19/20140210181955.8055300.mpg?co_id=471,2014-02-10T19:10:57Z,1392056310439,/CouncilRockNorth; /CRSouth; /BoysBasketball; /sports_playlist,Basketball,High School,,,7218730,150.439,41820160,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2014/02/08/14/02/20140208140256.7114900.mpg,Neshaminy's Nick Tucci on commitment to West Chester soccer,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/02/08/15/11/iioycwjgdhxfvipvfnbi.jpg?co_id=471,Neshaminy senior Nick Tucci on commitment to West Chester men's soccer. He and 14 additional Redskins announced their college intentions Feb. 7. 2014 at NHS.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2014/02/08/14/02/20140208140256.7114900.mpg?co_id=471,2014-02-08T15:12:00Z,1391867891200,/Neshaminy; /NickTucci; /WestChester; /men'ssoccer; /sports_playlist,Soccer,High School,,,7212972,131.2,50112512,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/02/08/13/22/20140208132234.4986580.mpg,Neshaminy's Bruce Graeber on Skins Feb. 7 win over Truman,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/02/08/13/56/zjdhejiabahklimvhtqz.jpg?co_id=471,Neshaminy sophomore Bruce Graeber on Redskins Feb. 7. 2014 win over Truman.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/02/08/13/22/20140208132234.4986580.mpg?co_id=471,2014-02-08T13:56:54Z,1391865446167,/Neshaminy; /BruceGraeber; /Truman; /wrestling; /sports_playlist,Wrestling,High School,,,7212919,146.167,75917312,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/02/03/19/09/20140203190917.8592090.mpg,Bristol's Pierson Burton on Jan 30 win over Faith Christian,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/02/03/19/44/zfyylfcqfmnabcoluejb.jpg?co_id=471,Bristol senior Pierson Burton on 73-43 win over Faith Christian Academy Jan 30. 2014 at Bristol High School. Bristol. PA.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/02/03/19/09/20140203190917.8592090.mpg?co_id=471,2014-02-03T19:45:07Z,1391454282900,/BristolHighSchool; /basketball; /FaithChristianAcademy; /PiersonBurton; /sports_playlist,Basketball,High School,,,7181283,102.9,53458944,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/02/02/19/38/20140202193857.0330340.mpg,Council Rock South swimming Jan. 28 vs. Upper Moreland,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2014/02/02/19/43/ubglcorhhnlqpkarmypi.jpg?co_id=471,Council Rock South swimming Jan. 28 vs. Upper Moreland,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/02/02/19/38/20140202193857.0330340.mpg?co_id=471,2014-02-02T19:43:44Z,1391369767007,/CouncilRockSouth; /swimming; /UpperMoreland; /sports_playlist,Swimming,High School,,,7177789,127.007,37345280,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/02/01/17/49/20140201174933.9988390.mpg,Will Desautelle on CR North's Jan 31 win over Bensalem,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/02/01/19/10/vtdgdhounhlylkbsmuhu.jpg?co_id=471,Council Rock North sophomore Will Desautelle on Indians win over Bensalem Jan. 31. 2014 in Newtown. PA,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/02/01/17/49/20140201174933.9988390.mpg?co_id=471,2014-02-01T19:10:33Z,1391276686400,/CouncilRockNorth; /basketball; /Bensalem; /WillDesautelle; /sports_playlist,Basketball,High School,,,7175543,106.4,46985216,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/01/30/12/42/20140130124242.8805980.mpg,Council Rock Norths Tim Ambacher on 34-32 win over Neshaminy,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/01/30/12/59/fowvkhktkxjgzrojkqlt.jpg?co_id=471,Council Rock North senior Tim Ambacher on 34-32 win over Neshaminy Jan. 29. 2014 at CR North. Newtown. PA #CRNwrestling,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/01/30/12/42/20140130124242.8805980.mpg?co_id=471,2014-01-30T12:59:58Z,1391085373800,/CouncilRockNorth; /wrestling; /TimAmbacher; /Neshaminy; /sports_playlist,Wrestling,High School,,,7162592,253.8,131723264,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/01/27/13/49/20140127134910.6864440.mpg,Council Rock South Boys Basketball Jan. 16 vs Pennsbury,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/01/27/14/10/smkeesbgckqfefsgrfyi.jpg?co_id=471,Council Rock South Boys Basketball Jan. 16. 2014 vs. Pennsbury which won 75-55 in Holland. PA.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/01/27/13/49/20140127134910.6864440.mpg?co_id=471,2014-01-27T14:10:26Z,1390830264871,/CouncilRockSouth; /BoysBasketball; /Pennsbury; /Jan.16; /2014; /sports_playlist,Basketball,High School,,,7143161,84.8718,22536192,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2014/01/25/12/51/20140125125147.2036000.mpg,Neshaminy's Morgan Goldenbaum on Jan 24 win over Abington,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2014/01/25/12/57/yorkwzqvzfrdgolwntwf.jpg?co_id=471,Neshaminy sophomore Morgan Goldenbaum on 44-36 win over Abington Jan 24. 2014 in Langhorne. Pa.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2014/01/25/12/51/20140125125147.2036000.mpg?co_id=471,2014-01-25T12:57:47Z,1390653912500,/Neshaminy; /girlsbasketball; /MorganGoldenbaum; /Abington; /sports_playlist,Basketball,High School,,,7138776,132.5,68806656,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/01/24/21/44/20140124214408.2162250.mpg,Pennsbury's Steve Ciotti on Falcon win at Council Rock South,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/01/24/22/13/tnzhimvdwnrrhbexswqy.jpg?co_id=471,Pennsbury senior Steve Ciotti on Falcons' 75-55 win Jan. 23. 2014 at Council Rock South; Holland. PA,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/01/24/21/44/20140124214408.2162250.mpg?co_id=471,2014-01-24T22:13:35Z,1390599285367,/Pennsbury; /boysbasketball; /SteveCiotti; /CouncilRockSouth; /sports_playlist,Basketball,High School,,,7134466,105.367,44339200,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/01/20/17/12/20140120171249.2897290.mpg,Council Rock North/South Hoops Jan. 14 at CR North,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/01/20/17/15/coagdslxmfcpjuknygvj.jpg?co_id=471,Council Rock North/South Boys/Girls Basketball Jan. 14 at CR North.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/01/20/17/12/20140120171249.2897290.mpg?co_id=471,2014-01-20T17:16:32Z,1390237645763,/CouncilRockNorth; /CRSouth; /basketball; /sports_playlist,Basketball,High School,,,7107963,145.763,41068544,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2014/01/13/15/26/20140113152625.2272710.mpg,Neshaminy Boys-Girls Basketball vs Council Rock North Jan 10,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2014/01/13/15/32/aruabolwslhuzzbbqeko.jpg?co_id=471,Neshaminy Boys-Girls Basketball vs Council Rock North Jan. 10. 2014 in Langhorne. PA,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2014/01/13/15/26/20140113152625.2272710.mpg?co_id=471,2014-01-13T15:33:02Z,1389626784091,/Neshaminy; /Basketball; /CouncilRockNorth; /Jan.10; /2014; /sports_playlist,Basketball,High School,,,7071185,144.091,38838272,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2014/01/10/21/41/20140110214123.3372090.mpg,Neshaminy's Bruce Graeber on wrestling win over Abington,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/01/10/21/43/zjlinrrgrueotojuyisu.jpg?co_id=471,Neshaminy sophomore Bruce Graeber on wrestling win over Abington Jan. 8. 2014 in Langhorne. Pa.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2014/01/10/21/41/20140110214123.3372090.mpg?co_id=471,2014-01-10T21:44:30Z,1389389421600,/neshaminywrestling; /abington; /sports_playlist,Wrestling,High School,,,7062015,141.6,73527296,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2014/01/10/17/26/20140110172609.1920840.mpg,Bristol's Hasan Zivali on wrestling for the Warriors,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/01/10/17/33/kuvzgyucrhupsnhuoalw.jpg?co_id=471,Bristol senior Hasan Zivali on wrestling for the Warriors in 2013-14,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2014/01/10/17/26/20140110172609.1920840.mpg?co_id=471,2014-01-10T17:34:33Z,1389374297767,/Bristol; /wrestling; /HasanZivali; /sports_playlist,Wrestling,High School,,,7061163,197.767,102664192,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/01/06/22/36/20140106223651.6097760.mpg,Rock Yard Duals Jan. 4 at Council Rock North,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2014/01/07/00/23/cmgcucwjghlofowmqcau.jpg?co_id=471,Jack Callender Memorial Rock Yard Duals Jan. 4 at Council Rock North. Newtown. Pa.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/01/06/22/36/20140106223651.6097760.mpg?co_id=471,2014-01-07T00:24:04Z,1389047757838,/Rock; /Yard; /Duals; /Jan.; /4; /at; /Council; /North; /sports_playlist,Wrestling,High School,,,7037969,117.838,29767680,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/01/03/21/22/20140103212220.8143670.mpg,Neshaminy Boys & Girls Hoops Dec. 2013 vs. Bensalem,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/01/03/21/24/rkizcgkclfaetoqutwfa.jpg?co_id=471,Neshaminy Boys & Girls Hoops Dec. 2013 vs. Bensalem,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/01/03/21/22/20140103212220.8143670.mpg?co_id=471,2014-01-03T21:24:49Z,1387315285554,/NeshaminyBoys&GirlsBasketball; /Bensalem; /sports_playlist,Basketball,High School,,,7028284,145.554,40695808,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2014/01/03/20/47/20140103204739.9714370.mpg,Council Rock North Boys Hoops Dec. 27 vs. CB South,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2014/01/03/20/56/dxvsshqwfdhcbyeugzsf.jpg?co_id=471,Council Rock North Boys Hoops vs. CB South in Athletes Helping Athletes Tournament Dec. 27 in Newtown. PA,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2014/01/03/20/47/20140103204739.9714370.mpg?co_id=471,2014-01-03T20:57:09Z,1388781943236,/CouncilRockNorth; /boysbasketball; /CBSouth; /Newtown; /pa.; /sports_playlist,Basketball,High School,,,7028221,103.236,29736960,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2014/01/03/20/19/20140103201913.4186170.mpg,BLN's Cary Beavers measures snowfall at Styer Orchards #pawx,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2014/01/03/20/25/zswmrnffmwiyqambxklq.jpg?co_id=471,BucksLocalNews' Cary Beavers measures snowfall at Styer Orchards. Langhorne. Pa. #pawx,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2014/01/03/20/19/20140103201913.4186170.mpg?co_id=471,2014-01-03T20:25:17Z,1388779943666,/StyerOrchards; /BucksLocalNews; /CaryBeavers; /news_playlist,Communities,Weather,,,7028169,83.666,43579392,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/30/15/41/20131230154126.6913920.mpg,Holy Ghost Prep's Alex Hanssen on Conestoga win,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2013/12/30/16/22/kiduamhnoxffretviadg.jpg?co_id=471,Holy Ghost Prep senior Alex Hanssen on 47-45 win over Conestoga in Jack Schott Memorial Tournament Championship Dec. 28 at HGP.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/30/15/41/20131230154126.6913920.mpg?co_id=471,2013-12-30T16:22:35Z,1388417776200,/HolyGhostPrep; /boysbasketball; /Conestoga; /JackSchottMemorialTournament; /sports_playlist,Basketball,High School,,,7008273,136.2,42809344,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2013/12/29/04/19/20131229041935.7996590.mpg,Joan Schott delivers medals in Jack Schott Memorial tourney,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2013/12/29/11/29/xbpymnguzlnxzjoizmvm.jpg?co_id=471,Joan Schott delivers medals in Jack Schott Memorial basketball tournament moments after Holy Ghost Prep stunned Conestoga in a 47-45 victory.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2013/12/29/04/19/20131229041935.7996590.mpg?co_id=471,2013-12-29T11:29:33Z,1388290397733,/JackSchottMemorialtournament; /basketball; /HolyGhostPrep; /; /sports_playlist,Basketball,High School,,,7005159,197.733,87558144,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/28/22/31/20131228223104.2221820.mpg,Pennsbury's Eric Mongiello on pin at Wetzel Tournament,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2013/12/28/22/36/lstezohyzkqrkqwlvycv.jpg?co_id=471,Pennsbury junior 138-pounder Eric Mongiello on pin at Wetzel Holiday Wrestling Tournament Dec. 27 at Hatboro-Horsham High School.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/28/22/31/20131228223104.2221820.mpg?co_id=471,2013-12-28T22:37:21Z,1388269571267,/Pennsbury; /EricMongiello; /WetzelHolidayWrestlingTournament; /Hatboro-Horsham; /sports_playlist,Wrestling,High School,,,7004309,131.267,38993920,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/21/15/46/20131221154629.3085680.mpg,Council Rock Norths Josh McWilliams on 55-29 win over Truman,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/21/16/13/tvjmizauoudcrffoyoca.jpg?co_id=471,Council Rock North senior Josh McWilliams on 55-29 win over Truman Dec. 20. 2013 at CR North. Newtown. Pa.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/21/15/46/20131221154629.3085680.mpg?co_id=471,2013-12-21T16:14:01Z,1387640448333,/CouncilRockNorth; /boysbasketball; /Truman; /JoshMcWilliams; /sports_playlist,Basketball,High School,,,6980177,168.333,87390208,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2013/12/19/12/33/20131219123351.8162490.mpg,Conwell-Egan's Chase Kumor on win over Princeton Day School,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2013/12/19/17/47/xkmfsnqotjnbxeyyvhps.jpg?co_id=471,Conwell-Egan Catholic junior Chase Kumor on Eagles' win over Princeton Day School Dec. 18. 2013 at CEC.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2013/12/19/12/33/20131219123351.8162490.mpg?co_id=471,2013-12-19T17:47:39Z,1387456189767,/Conwell-Egan; /boysbasketball; /ChaseKumor; /PrincetonDaySchool; /sports_playlist,Basketball,High School,,,6968128,109.767,57018368,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/16/16/03/20131216160342.2798910.mpg,Council Rock South opens with a Dec.11 win over CR North,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2013/12/16/16/18/kwpkxzifbprxluxuocfu.jpg?co_id=471,Council Rock South wrestling opens with a 36-24 win over CR North Dec.11 at CR South.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/16/16/03/20131216160342.2798910.mpg?co_id=471,2013-12-16T16:18:52Z,1387209664839,/CouncilRockSouth; /wrestling; /CRNorth; /Dec.18; /2013; /sports_playlist,Wrestling,High School,,,6949990,124.839,30486528,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2013/12/14/14/19/20131214141917.5959520.mpg,Pennsbury's Cameron Jones on Dec 13 win over Bensalem,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/14/14/54/apqqhcsntxoeymmyimow.jpg?co_id=471,Pennsbury junior Cameron Jones on Dec. 13. 2013 win over Bensalem. Jones scored 10 points in Falcons 67-38 win.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2013/12/14/14/19/20131214141917.5959520.mpg?co_id=471,2013-12-14T14:54:32Z,1387030440733,/Pennsbury; /CameronJones; /Dec13; /2013; /boysbasketball; /Bensalem; /sports_playlist,Basketball,High School,,,6945344,120.733,62705664,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/12/21/06/20131212210559.2328840.mpg,Holy Ghost's Zaire Watkins on Firebirds game with CR North,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2013/12/12/21/30/tlsknrhzqksfkfigdrrk.jpg?co_id=471,Holy Ghost Prep senior Zaire Watkins on Firebirds'  Dec. 11 loss to Council Rock North.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/12/21/06/20131212210559.2328840.mpg?co_id=471,2013-12-12T21:30:36Z,1386813700833,/HolyGhostPrep; /ZaireWatkins; /CouncilRockNorth; /sports_playlist,Basketball,High School,,,6935277,100.833,52373504,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2013/12/12/16/00/20131212160030.0397910.mpg,Washington Crossing the Delaware,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/12/16/00/qtdiykiecrhninbwsznq.jpg?co_id=471,The world will again watch as Gen. George Washington leads his troops across the Delaware River on Christmas Day in a military maneuver many say was the turning point of the American Revolution.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2013/12/12/16/00/20131212160030.0397910.mpg?co_id=471,2013-12-12T16:00:50Z,1386863653038,/news_playlist,News,Entertainment,U.S. News,,6934302,73.038,30480384,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/11/20/22/20131211202220.2308910.mpg,Council Rock North Swimming Relay Carnival,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/11/20/24/ukkhsdgwxkymzqkwgqzj.jpg?co_id=471,Council Rock North Swimming Relay Carnival Dec. 6. 2013 at CR North,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/11/20/22/20131211202220.2308910.mpg?co_id=471,2013-12-11T20:24:35Z,1386793116552,/CouncilRockNorth; /Swimming; /RelayCarnival; /sports_playlist,Swimming,High School,,,6928931,156.552,44128256,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/11/20/16/20131211201634.7402910.mpg,Council Rock North v CR South Ice Hockey,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/11/20/23/sudjawmfahracynwopkn.jpg?co_id=471,Council Rock North v CR South Ice Hockey,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/11/20/16/20131211201634.7402910.mpg?co_id=471,2013-12-11T20:24:19Z,1386792737953,/CouncilRockNorth; /CRSouth; /IceHockey; /sports_playlist,Hockey,High School,,,6928922,137.953,49485824,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/09/16/51/20131209165115.2051880.mpg,Newtown Holiday Parade,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2013/12/09/16/54/ylttjclzlddrdioyncsz.jpg?co_id=471,Newtown. Pa. welcomed the holiday season with a snowy Christmas Parade on Dec. 8.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/09/16/51/20131209165115.2051880.mpg?co_id=471,2013-12-09T16:54:54Z,1386607545169,/news_playlist,News,Parenting & Family,Weather Forecast,,6915553,105.169,44132352,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/07/04/48/20131207044840.5949630.mpg,Council Rock South's Jack Wheatly on win over George School,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2013/12/07/04/54/koqtqypyqrwepuvljycy.jpg?co_id=471,Council Rock South's Jack Wheatly on Dec. 6. 2013 win over George School. Hawks' hopes for 2013-14 season,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/07/04/48/20131207044840.5949630.mpg?co_id=471,2013-12-07T04:55:12Z,1386391404967,/CouncilRockSouth; /boysbasketball; /GeorgeSchool; /JackWheatly; /sports_playlist,Basketball,High School,,,6900620,144.967,75257856,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/07/04/30/20131207043030.4500020.mpg,Truman's Taylor Gasperi on Lady Tigers hopes for 2013-14,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/07/04/41/ggdlycmtikdvfrtetymq.jpg?co_id=471,Truman senior Taylor Gasperi on Dec. 6. 2013 win over Morrisville. Lady Tigers hopes for 2013-14.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/07/04/30/20131207043030.4500020.mpg?co_id=471,2013-12-07T04:42:12Z,1386390285233,/Truman; /girlsbasketball; /TaylorGasperi; /LadyTigers; /sports_playlist,Basketball,High School,,,6900271,105.233,54691840,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/01/03/01/20131201030143.1742710.mpg,Neshaminy's Alex Nicolas on winning District 1 Championship,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2013/12/01/03/05/schattdcedoiszfggefi.jpg?co_id=471,Neshaminy senior defensive lineman Alex Nicolas on winning District 1 Championship Nov. 29. 2013 at Souderton HS. The Redskins beat North Penn 42-7.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/01/03/01/20131201030143.1742710.mpg?co_id=471,2013-12-01T03:05:57Z,1385866561400,/Neshaminyfootball; /AlexNicolas; /District1Championship; /s419,Football (American),High School,,,6818329,121.4,62562304,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/01/03/01/20131201030143.1742710.mpg,Neshaminy's Alex Nicolas on winning District 1 Championship,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/01/03/04/odwbhpbveurakrlvwdnl.jpg?co_id=471,Neshaminy senior defensive lineman Alex Nicolas on winning District 1 Championship Nov. 29. 2013 at Souderton HS. The Redskins beat North Penn 42-7.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/226/2013/12/01/03/01/20131201030143.1742710.mpg?co_id=471,2013-12-01T03:04:21Z,1385866561400,/Neshaminyfootball; /AlexNicolas; /District1Championship; /sports_playlist,Football (American),High School,,,6818301,121.4,62562304,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2013/11/30/13/01/20131130130149.8081860.mpg,Neshaminy's Alex Nicolas on winning District 1 Championship,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2013/11/30/13/01/fmxksoekchnhpknkeixj.jpg?co_id=471,Neshaminy senior defensive lineman Alex Nicolas on winning District 1 Championship Nov. 29. 2013 at Souderton HS. The Redskins beat North Penn 42-7.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2013/11/30/13/01/20131130130149.8081860.mpg?co_id=471,2013-11-30T13:02:13Z,1385815823033,/Neshaminyfootball; /AlexNicolas; /District1Championship; /sports_playlist,Football (American),High School,,,6807506,83.033,43155456,
http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2013/11/28/16/12/20131128161221.3160820.mpg,Neshaminy's Sam Rudolph on Redskins' hopes for the season,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2013/11/28/16/20/ismkkxkmkjleawcdmcbm.jpg?co_id=471,Neshaminy wrestling's Sam Rudolph on Redskins' hopes for the 2013-14 season.,http://video-static.clipsyndicate.com/zStorage/syndicaster2/244/2013/11/28/16/12/20131128161221.3160820.mpg?co_id=471,2013-11-28T16:20:52Z,1385654707000,/Neshaminy; /wrestling; /SamRudolph; /Redskins; /sports_playlist,Wrestling,High School,,,6780417,127,60391424,
